index,league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls_p90,Standard_Sh_p90,Performance_Ast_p90,Performance_Crs_p90,Performance_TklW_p90,Performance_Int_p90,Performance_Fls_p90,Performance_Fld_p90
49,ENG-Premier League,2425,Brentford,Keane Lewis-Potter,ENG,"DF,MF",23,2001,38,36,3093,34.4,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,ENG,"DF,MF",23,2001,34.4,1,28,14,50.0,0.81,0.41,0.04,0.07,0,0,ENG,"DF,MF",23,2001,34.4,7,0,0,18,31,4,75,20,27,,,0,0.029069767441860465,0.813953488372093,0.0872093023255814,2.1802325581395348,0.7848837209302326,0.5813953488372093,0.5232558139534884,0.9011627906976745
50,ENG-Premier League,2425,Brentford,Kevin Schade,GER,"MF,FW",22,2001,38,26,2293,25.5,11,2,13,11,0,0,3,0,0.43,0.08,0.51,0.43,0.51,GER,"MF,FW",22,2001,25.5,11,55,27,49.1,2.16,1.06,0.2,0.41,0,0,GER,"MF,FW",22,2001,25.5,3,0,0,21,38,13,39,5,26,,,0,0.43137254901960786,2.156862745098039,0.0784313725490196,1.5294117647058822,1.0196078431372548,0.19607843137254902,0.8235294117647058,1.4901960784313726
51,ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,DF,26,1998,24,17,1438,16.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,NOR,DF,26,1998,16.0,0,9,3,33.3,0.56,0.19,0.0,0.0,0,0,NOR,DF,26,1998,16.0,5,0,0,13,6,2,14,11,19,,,0,0.0,0.5625,0.0,0.875,1.1875,0.6875,0.8125,0.375
52,ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,DF,25,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,DEN,DF,25,1999,12.2,0,5,2,40.0,0.41,0.16,0.0,0.0,0,0,DEN,DF,25,1999,12.2,2,0,0,6,10,0,30,4,8,,,0,0.0,0.4098360655737705,0.1639344262295082,2.459016393442623,0.6557377049180328,0.3278688524590164,0.49180327868852464,0.819672131147541
53,ENG-Premier League,2425,Brentford,Mark Flekken,NED,GK,31,1993,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,NED,GK,31,1993,36.4,0,0,0,,0.0,0.0,,,0,0,NED,GK,31,1993,36.4,1,0,0,0,3,0,0,0,4,,,0,0.0,0.0,0.054945054945054944,0.0,0.10989010989010989,0.0,0.0,0.08241758241758242
54,ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,MF,24,2000,38,34,2911,32.3,2,10,12,2,0,0,2,0,0.06,0.31,0.37,0.06,0.37,DEN,MF,24,2000,32.3,2,35,7,20.0,1.08,0.22,0.06,0.29,0,0,DEN,MF,24,2000,32.3,2,0,0,18,27,6,147,29,44,,,0,0.061919504643962855,1.08359133126935,0.30959752321981426,4.5510835913312695,1.3622291021671828,0.8978328173374613,0.5572755417956656,0.8359133126934986
55,ENG-Premier League,2425,Brentford,Nathan Collins,IRL,DF,23,2001,38,38,3420,38.0,2,3,5,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,IRL,DF,23,2001,38.0,2,17,6,35.3,0.45,0.16,0.12,0.33,0,0,IRL,DF,23,2001,38.0,5,0,0,28,31,6,8,34,24,,,0,0.05263157894736842,0.4473684210526316,0.07894736842105263,0.21052631578947367,0.631578947368421,0.8947368421052632,0.7368421052631579,0.8157894736842105
56,ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,DF,22,2001,31,29,2586,28.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,NED,DF,22,2001,28.7,0,20,6,30.0,0.7,0.21,0.0,0.0,0,0,NED,DF,22,2001,28.7,3,0,0,23,5,1,7,22,24,,,0,0.0,0.6968641114982579,0.0,0.24390243902439024,0.8362369337979094,0.7665505226480837,0.8013937282229965,0.17421602787456447
57,ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,MF,26,1998,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.04,0.12,0.16,0.04,0.16,GER,MF,26,1998,25.0,1,14,4,28.6,0.56,0.16,0.07,0.25,0,0,GER,MF,26,1998,25.0,3,0,0,25,15,1,31,27,24,,,2,0.04,0.56,0.12,1.24,0.96,1.08,1.0,0.6
58,ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,MF,20,2004,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,UKR,MF,20,2004,16.1,0,9,2,22.2,0.56,0.12,0.0,0.0,0,0,UKR,MF,20,2004,16.1,6,0,0,19,13,2,16,13,30,,,0,0.0,0.5590062111801242,0.0,0.9937888198757763,1.8633540372670805,0.8074534161490683,1.1801242236024843,0.8074534161490683
59,ENG-Premier League,2425,Brentford,Yoane Wissa,COD,FW,27,1996,35,34,2919,32.4,19,4,23,19,0,0,5,0,0.59,0.12,0.71,0.59,0.71,COD,FW,27,1996,32.4,19,90,43,47.8,2.77,1.33,0.21,0.44,0,0,COD,FW,27,1996,32.4,5,0,0,33,51,14,19,8,13,,,0,0.5864197530864198,2.7777777777777777,0.1234567901234568,0.5864197530864198,0.4012345679012346,0.2469135802469136,1.0185185185185186,1.5740740740740742
60,ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,GK,21,2002,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,NED,GK,21,2002,36.0,0,0,0,,0.0,0.0,,,0,0,NED,GK,21,2002,36.0,5,0,0,0,2,0,0,0,0,,,0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555
61,ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,MF,20,2004,34,31,2661,29.6,3,1,4,3,0,0,8,1,0.1,0.03,0.14,0.1,0.14,CMR,MF,20,2004,29.6,3,44,11,25.0,1.49,0.37,0.07,0.27,0,0,CMR,MF,20,2004,29.6,8,1,1,39,47,0,9,49,44,,,0,0.10135135135135134,1.4864864864864864,0.03378378378378378,0.30405405405405406,1.4864864864864864,1.6554054054054053,1.3175675675675675,1.5878378378378377
62,ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,FW,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,0.43,0.17,0.6,0.38,0.55,ENG,FW,33,1990,23.5,10,60,24,40.0,2.55,1.02,0.17,0.42,1,1,ENG,FW,33,1990,23.5,5,0,0,11,23,4,3,5,16,,,0,0.425531914893617,2.5531914893617023,0.1702127659574468,0.1276595744680851,0.6808510638297872,0.2127659574468085,0.46808510638297873,0.9787234042553191
63,ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,"MF,FW",22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,FRA,"MF,FW",22,2002,18.4,5,50,12,24.0,2.72,0.65,0.1,0.42,0,0,FRA,"MF,FW",22,2002,18.4,2,0,0,34,45,7,9,11,14,,,0,0.27173913043478265,2.717391304347826,0.16304347826086957,0.48913043478260876,0.7608695652173914,0.5978260869565218,1.847826086956522,2.4456521739130435
64,ENG-Premier League,2425,Brighton,Igor,BRA,DF,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,BRA,DF,26,1998,10.7,0,1,0,0.0,0.09,0.0,0.0,,0,0,BRA,DF,26,1998,10.7,4,0,0,9,7,0,4,4,5,,,0,0.0,0.09345794392523366,0.0,0.3738317757009346,0.4672897196261683,0.3738317757009346,0.8411214953271029,0.6542056074766356
65,ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,"MF,DF",19,2005,26,22,1842,20.5,5,2,7,5,0,0,5,0,0.24,0.1,0.34,0.24,0.34,ENG,"MF,DF",19,2005,20.5,5,18,10,55.6,0.88,0.49,0.28,0.5,0,0,ENG,"MF,DF",19,2005,20.5,5,0,0,18,9,0,28,11,19,,,0,0.24390243902439024,0.8780487804878049,0.0975609756097561,1.3658536585365855,0.926829268292683,0.5365853658536586,0.8780487804878049,0.43902439024390244
66,ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,DF,24,2000,34,33,2958,32.9,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,NED,DF,24,2000,32.9,1,17,5,29.4,0.52,0.15,0.06,0.2,0,0,NED,DF,24,2000,32.9,8,1,1,25,24,0,11,25,29,,,0,0.030395136778115502,0.5167173252279635,0.030395136778115502,0.3343465045592705,0.8814589665653496,0.7598784194528876,0.7598784194528876,0.729483282674772
67,ENG-Premier League,2425,Brighton,João Pedro,BRA,"FW,MF",22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51,BRA,"FW,MF",22,2001,21.6,10,47,20,42.6,2.17,0.92,0.21,0.5,5,5,BRA,"FW,MF",22,2001,21.6,4,1,0,27,45,2,22,8,12,,,0,0.4629629629629629,2.1759259259259256,0.27777777777777773,1.0185185185185184,0.5555555555555555,0.37037037037037035,1.25,2.083333333333333
68,ENG-Premier League,2425,Brighton,Joël Veltman,NED,DF,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,NED,DF,32,1992,18.9,0,6,1,16.7,0.32,0.05,0.0,0.0,0,0,NED,DF,32,1992,18.9,5,0,0,27,44,0,24,20,29,,,0,0.0,0.3174603174603175,0.0,1.26984126984127,1.5343915343915344,1.0582010582010584,1.4285714285714286,2.3280423280423284
69,ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,MF,27,1997,36,28,2603,28.9,10,4,14,10,0,0,1,0,0.35,0.14,0.48,0.35,0.48,JPN,MF,27,1997,28.9,10,57,27,47.4,1.97,0.93,0.18,0.37,0,0,JPN,MF,27,1997,28.9,1,0,0,40,24,5,72,12,27,,,0,0.34602076124567477,1.972318339100346,0.1384083044982699,2.491349480968858,0.9342560553633218,0.4152249134948097,1.384083044982699,0.8304498269896194
70,ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,32,1991,23.1,0,12,3,25.0,0.52,0.13,0.0,0.0,0,0,ENG,DF,32,1991,23.1,5,0,0,7,11,2,5,12,11,,,1,0.0,0.5194805194805194,0.0,0.21645021645021645,0.47619047619047616,0.5194805194805194,0.30303030303030304,0.47619047619047616
71,ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.09,0.27,0.35,0.09,0.35,NED,"DF,MF",24,1999,11.3,1,9,4,44.4,0.8,0.35,0.11,0.25,0,0,NED,"DF,MF",24,1999,11.3,6,0,0,23,10,1,14,16,34,,,0,0.08849557522123894,0.7964601769911503,0.2654867256637168,1.238938053097345,3.0088495575221237,1.415929203539823,2.0353982300884956,0.8849557522123893
72,ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23,2000,21,11,938,10.4,2,2,4,1,1,1,1,0,0.19,0.19,0.38,0.1,0.29,DEN,MF,23,2000,10.4,2,22,7,31.8,2.11,0.67,0.09,0.29,1,1,DEN,MF,23,2000,10.4,1,0,0,16,13,2,50,13,8,,,1,0.1923076923076923,2.1153846153846154,0.1923076923076923,4.8076923076923075,0.7692307692307692,1.25,1.5384615384615383,1.25
73,ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,ECU,DF,26,1998,26.7,1,28,9,32.1,1.05,0.34,0.04,0.11,0,0,ECU,DF,26,1998,26.7,5,0,0,36,20,3,119,39,44,,,0,0.03745318352059925,1.0486891385767791,0.03745318352059925,4.456928838951311,1.647940074906367,1.4606741573033708,1.348314606741573,0.7490636704119851
74,ENG-Premier League,2425,Brighton,Simon Adingra,CIV,MF,22,2002,29,12,1097,12.2,2,2,4,2,0,0,0,0,0.16,0.16,0.33,0.16,0.33,CIV,MF,22,2002,12.2,2,33,8,24.2,2.71,0.66,0.06,0.25,0,0,CIV,MF,22,2002,12.2,0,0,0,13,4,4,42,9,16,,,0,0.1639344262295082,2.7049180327868854,0.1639344262295082,3.4426229508196724,1.3114754098360657,0.7377049180327869,1.0655737704918034,0.3278688524590164
75,ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,MF,20,2004,32,20,1838,20.4,6,4,10,6,0,0,6,0,0.29,0.2,0.49,0.29,0.49,GAM,MF,20,2004,20.4,6,34,16,47.1,1.66,0.78,0.18,0.38,0,0,GAM,MF,20,2004,20.4,6,0,0,21,11,6,90,12,36,,,0,0.29411764705882354,1.6666666666666667,0.19607843137254904,4.411764705882353,1.7647058823529413,0.5882352941176471,1.0294117647058825,0.5392156862745099
76,ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20,2003,34,22,1965,21.8,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,SWE,MF,20,2003,21.8,2,28,8,28.6,1.28,0.37,0.07,0.25,0,0,SWE,MF,20,2003,21.8,3,0,0,36,26,3,70,20,32,,,0,0.09174311926605504,1.2844036697247705,0.04587155963302752,3.2110091743119265,1.4678899082568806,0.9174311926605504,1.6513761467889907,1.1926605504587156
77,ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,0.29,0.2,0.49,0.29,0.49,FRA,"MF,FW",26,1997,10.2,3,25,12,48.0,2.44,1.17,0.12,0.25,0,0,FRA,"MF,FW",26,1997,10.2,2,0,0,16,11,3,6,7,8,,,0,0.29411764705882354,2.450980392156863,0.19607843137254904,0.5882352941176471,0.7843137254901962,0.6862745098039216,1.5686274509803924,1.0784313725490198
78,ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,MF,22,2002,37,36,3191,35.5,15,8,23,11,4,5,7,0,0.42,0.23,0.65,0.31,0.54,ENG,MF,22,2002,35.5,15,126,51,40.5,3.55,1.44,0.12,0.29,4,5,ENG,MF,22,2002,35.5,7,0,0,15,60,7,145,10,18,,,0,0.4225352112676056,3.5492957746478875,0.22535211267605634,4.084507042253521,0.5070422535211268,0.28169014084507044,0.4225352112676056,1.6901408450704225
79,ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,0.18,0.21,0.4,0.18,0.4,ARG,MF,23,2001,32.7,6,53,20,37.7,1.62,0.61,0.11,0.3,0,0,ARG,MF,23,2001,32.7,8,0,0,52,54,2,111,13,32,,,0,0.18348623853211007,1.620795107033639,0.21406727828746175,3.3944954128440363,0.9785932721712537,0.39755351681957185,1.5902140672782874,1.6513761467889907
80,ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,MF,24,2000,31,19,1764,19.6,3,4,7,3,0,0,2,0,0.15,0.2,0.36,0.15,0.36,ENG,MF,24,2000,19.6,3,24,8,33.3,1.22,0.41,0.13,0.38,0,0,ENG,MF,24,2000,19.6,2,0,0,6,11,6,24,2,7,,,0,0.1530612244897959,1.2244897959183672,0.2040816326530612,1.2244897959183672,0.3571428571428571,0.1020408163265306,0.3061224489795918,0.5612244897959183
81,ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21,2003,35,35,3149,35.0,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,ENG,DF,21,2003,35.0,2,17,4,23.5,0.49,0.11,0.12,0.5,0,0,ENG,DF,21,2003,35.0,9,0,0,46,21,4,12,32,35,,,0,0.05714285714285714,0.4857142857142857,0.02857142857142857,0.34285714285714286,1.0,0.9142857142857143,1.3142857142857143,0.6
82,ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21,2003,32,19,1862,20.7,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,FRA,DF,21,2003,20.7,0,22,5,22.7,1.06,0.24,0.0,0.0,0,0,FRA,DF,21,2003,20.7,4,0,0,20,20,2,54,25,31,,,0,0.0,1.0628019323671498,0.04830917874396135,2.608695652173913,1.497584541062802,1.2077294685990339,0.9661835748792271,0.9661835748792271
83,ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26,1998,36,33,2988,33.2,5,1,6,5,0,0,10,1,0.15,0.03,0.18,0.15,0.18,ESP,DF,26,1998,33.2,5,24,12,50.0,0.72,0.36,0.21,0.42,0,0,ESP,DF,26,1998,33.2,10,1,1,37,38,3,29,26,46,,,0,0.1506024096385542,0.7228915662650601,0.03012048192771084,0.8734939759036143,1.3855421686746987,0.7831325301204819,1.114457831325301,1.1445783132530118
84,ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",22,2001,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.03,0.05,0.08,0.03,0.08,ECU,"MF,DF",22,2001,37.2,1,20,3,15.0,0.54,0.08,0.05,0.33,0,0,ECU,"MF,DF",22,2001,37.2,11,0,0,69,58,0,10,47,74,,,0,0.026881720430107524,0.5376344086021505,0.05376344086021505,0.26881720430107525,1.9892473118279568,1.2634408602150538,1.8548387096774193,1.5591397849462365
85,ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,0.41,0.2,0.61,0.41,0.61,SEN,FW,23,2001,24.7,10,76,35,46.1,3.08,1.42,0.13,0.29,0,0,SEN,FW,23,2001,24.7,7,1,0,35,29,23,3,3,11,,,0,0.4048582995951417,3.076923076923077,0.20242914979757085,0.12145748987854252,0.4453441295546559,0.12145748987854252,1.417004048582996,1.174089068825911
86,ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,MF,22,2002,32,27,2033,22.6,7,3,10,7,0,0,3,0,0.31,0.13,0.44,0.31,0.44,ENG,MF,22,2002,22.6,7,80,32,40.0,3.54,1.42,0.09,0.22,0,0,ENG,MF,22,2002,22.6,3,0,0,22,24,5,63,8,18,,,0,0.30973451327433627,3.5398230088495573,0.1327433628318584,2.787610619469026,0.7964601769911503,0.35398230088495575,0.9734513274336283,1.0619469026548671
87,ENG-Premier League,2425,Chelsea,Pedro Neto,POR,"MF,FW",24,2000,35,24,2269,25.2,4,6,10,4,0,0,8,0,0.16,0.24,0.4,0.16,0.4,POR,"MF,FW",24,2000,25.2,4,59,17,28.8,2.34,0.67,0.07,0.24,0,0,POR,"MF,FW",24,2000,25.2,8,0,0,21,33,3,149,8,10,,,0,0.15873015873015872,2.3412698412698414,0.2380952380952381,5.912698412698413,0.39682539682539686,0.31746031746031744,0.8333333333333334,1.3095238095238095
88,ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24,1999,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,ENG,"DF,MF",24,1999,11.8,1,11,3,27.3,0.93,0.25,0.09,0.33,0,0,ENG,"DF,MF",24,1999,11.8,1,0,0,8,11,0,43,14,9,,,0,0.0847457627118644,0.9322033898305084,0.0847457627118644,3.644067796610169,0.7627118644067796,1.1864406779661016,0.6779661016949152,0.9322033898305084
89,ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26,1997,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ESP,GK,26,1997,32.0,0,0,0,,0.0,0.0,,,0,0,ESP,GK,26,1997,32.0,5,0,0,2,4,0,0,2,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125
90,ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26,1997,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,ENG,DF,26,1997,15.7,1,13,2,15.4,0.83,0.13,0.08,0.5,0,0,ENG,DF,26,1997,15.7,4,0,0,8,9,1,0,10,13,,,0,0.06369426751592357,0.8280254777070064,0.06369426751592357,0.0,0.8280254777070064,0.6369426751592357,0.5095541401273885,0.5732484076433121
91,ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,ENG,DF,25,1999,10.1,0,7,3,42.9,0.69,0.3,0.0,0.0,0,0,ENG,DF,25,1999,10.1,2,0,0,9,7,0,3,9,7,,,0,0.0,0.6930693069306931,0.09900990099009901,0.297029702970297,0.6930693069306931,0.8910891089108911,0.8910891089108911,0.6930693069306931
92,ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,FRA,DF,23,2000,13.0,0,3,0,0.0,0.23,0.0,0.0,,0,0,FRA,DF,23,2000,13.0,7,0,0,24,16,0,1,12,11,,,0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.8461538461538461,0.9230769230769231,1.8461538461538463,1.2307692307692308
93,ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,ENG,MF,20,2004,14.6,0,13,5,38.5,0.89,0.34,0.0,0.0,0,0,ENG,MF,20,2004,14.6,2,0,0,12,21,0,39,19,16,,,0,0.0,0.8904109589041096,0.136986301369863,2.671232876712329,1.095890410958904,1.3013698630136987,0.8219178082191781,1.4383561643835616
94,ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24,2000,24,22,1922,21.4,1,0,1,1,0,0,4,1,0.05,0.0,0.05,0.05,0.05,USA,DF,24,2000,21.4,1,12,6,50.0,0.56,0.28,0.08,0.17,0,0,USA,DF,24,2000,21.4,4,1,1,11,5,1,5,18,30,,,0,0.04672897196261683,0.5607476635514019,0.0,0.23364485981308414,1.4018691588785048,0.8411214953271029,0.5140186915887851,0.23364485981308414
95,ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27,1996,34,15,1564,17.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,JPN,MF,27,1996,17.4,0,20,4,20.0,1.15,0.23,0.0,0.0,0,0,JPN,MF,27,1996,17.4,4,1,0,28,21,2,32,18,29,,,0,0.0,1.149425287356322,0.0,1.8390804597701151,1.6666666666666667,1.0344827586206897,1.6091954022988506,1.2068965517241381
96,ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,MF,28,1996,37,37,3228,35.9,4,5,9,4,0,0,10,0,0.11,0.14,0.25,0.11,0.25,COL,MF,28,1996,35.9,4,37,18,48.6,1.03,0.5,0.11,0.22,0,0,COL,MF,28,1996,35.9,10,0,0,56,19,15,74,43,77,,,0,0.11142061281337048,1.0306406685236769,0.1392757660167131,2.0612813370473537,2.1448467966573816,1.1977715877437327,1.5598885793871866,0.5292479108635098
97,ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27,1997,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ENG,GK,27,1997,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,ENG,GK,27,1997,38.0,3,0,0,0,2,0,0,1,1,,,0,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.05263157894736842
98,ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,MF,26,1998,34,31,2588,28.8,8,8,16,7,1,2,1,0,0.28,0.28,0.56,0.24,0.52,ENG,MF,26,1998,28.8,8,102,29,28.4,3.55,1.01,0.08,0.28,1,2,ENG,MF,26,1998,28.8,1,0,0,13,51,9,110,10,21,,,0,0.2777777777777778,3.5416666666666665,0.2777777777777778,3.819444444444444,0.7291666666666666,0.3472222222222222,0.4513888888888889,1.7708333333333333
99,ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999,29,9,1034,11.5,3,1,4,3,0,0,6,1,0.26,0.09,0.35,0.26,0.35,ENG,"FW,MF",25,1999,11.5,3,43,16,37.2,3.74,1.39,0.07,0.19,0,0,ENG,"FW,MF",25,1999,11.5,6,1,1,31,29,5,5,2,8,,,0,0.2608695652173913,3.739130434782609,0.08695652173913043,0.43478260869565216,0.6956521739130435,0.17391304347826086,2.6956521739130435,2.5217391304347827
100,ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,0.27,0.2,0.46,0.27,0.46,SEN,MF,26,1998,30.1,8,59,29,49.2,1.96,0.96,0.14,0.28,0,0,SEN,MF,26,1998,30.1,4,0,0,14,55,11,55,8,11,,,0,0.26578073089700993,1.9601328903654485,0.19933554817275748,1.8272425249169435,0.3654485049833887,0.26578073089700993,0.46511627906976744,1.8272425249169435
101,ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,0.48,0.07,0.54,0.41,0.48,FRA,FW,27,1997,29.4,14,69,33,47.8,2.35,1.12,0.2,0.42,2,2,FRA,FW,27,1997,29.4,2,0,0,27,29,22,26,2,12,,,0,0.4761904761904762,2.3469387755102042,0.06802721088435375,0.8843537414965987,0.40816326530612246,0.06802721088435375,0.9183673469387755,0.9863945578231293
102,ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,COL,"MF,DF",29,1994,25.3,0,26,8,30.8,1.03,0.32,0.0,0.0,0,0,COL,"MF,DF",29,1994,25.3,9,0,0,35,39,0,12,41,19,,,0,0.0,1.0276679841897234,0.039525691699604744,0.4743083003952569,0.7509881422924901,1.6205533596837944,1.383399209486166,1.541501976284585
103,ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,0.09,0.06,0.15,0.09,0.15,ENG,DF,24,2000,34.0,3,15,7,46.7,0.44,0.21,0.2,0.43,0,0,ENG,DF,24,2000,34.0,9,1,1,23,27,1,13,29,32,,,3,0.08823529411764706,0.4411764705882353,0.058823529411764705,0.38235294117647056,0.9411764705882353,0.8529411764705882,0.6764705882352942,0.7941176470588235
104,ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,FRA,DF,24,2000,34.6,1,30,6,20.0,0.87,0.17,0.03,0.17,0,0,FRA,DF,24,2000,34.6,5,0,0,34,19,1,7,54,42,,,0,0.028901734104046242,0.8670520231213873,0.028901734104046242,0.20231213872832368,1.2138728323699421,1.560693641618497,0.9826589595375722,0.5491329479768786
