index,league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Standard_Gls_p90,Standard_Sh_p90,Performance_Ast_p90,Performance_Crs_p90,Performance_TklW_p90,Performance_Int_p90,Performance_Fls_p90,Performance_Fld_p90
105,ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,0.25,0.0,0.25,0.25,0.25,ENG,DF,25,1999,11.8,3,11,4,36.4,0.93,0.34,0.27,0.75,0,0,ENG,DF,25,1999,11.8,1,0,0,10,15,1,7,20,15,,,0,0.2542372881355932,0.9322033898305084,0.0,0.5932203389830508,1.271186440677966,1.694915254237288,0.847457627118644,1.271186440677966
106,ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,MF,24,1999,37,37,3092,34.4,0,5,5,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,ENG,MF,24,1999,34.4,0,12,3,25.0,0.35,0.09,0.0,0.0,0,0,ENG,MF,24,1999,34.4,2,0,0,23,25,2,107,21,53,,,0,0.0,0.3488372093023256,0.14534883720930233,3.11046511627907,1.5406976744186047,0.6104651162790697,0.6686046511627908,0.7267441860465117
107,ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,0.0,0.13,0.13,0.0,0.13,ENG,MF,29,1995,23.4,0,22,1,4.5,0.94,0.04,0.0,0.0,0,0,ENG,MF,29,1995,23.4,11,0,0,65,31,0,70,21,36,,,0,0.0,0.9401709401709403,0.12820512820512822,2.9914529914529915,1.5384615384615385,0.8974358974358975,2.777777777777778,1.324786324786325
108,ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31,1993,33,31,2564,28.5,3,2,5,3,0,0,5,1,0.11,0.07,0.18,0.11,0.18,MLI,MF,31,1993,28.5,3,31,10,32.3,1.09,0.35,0.1,0.3,0,0,MLI,MF,31,1993,28.5,5,1,1,49,5,10,23,11,28,,,0,0.10526315789473684,1.087719298245614,0.07017543859649122,0.8070175438596491,0.9824561403508771,0.38596491228070173,1.719298245614035,0.17543859649122806
109,ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.05,0.14,0.19,0.05,0.19,ENG,DF,39,1985,20.8,1,6,3,50.0,0.29,0.14,0.17,0.33,0,0,ENG,DF,39,1985,20.8,7,1,0,30,22,0,75,26,36,,,0,0.04807692307692307,0.28846153846153844,0.14423076923076922,3.605769230769231,1.7307692307692306,1.25,1.4423076923076923,1.0576923076923077
110,ENG-Premier League,2425,Everton,Beto,GNB,FW,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,0.47,0.0,0.47,0.47,0.47,GNB,FW,26,1998,17.0,8,49,23,46.9,2.87,1.35,0.16,0.35,0,0,GNB,FW,26,1998,17.0,2,0,0,33,23,16,4,4,7,,,0,0.47058823529411764,2.8823529411764706,0.0,0.23529411764705882,0.4117647058823529,0.23529411764705882,1.9411764705882353,1.3529411764705883
111,ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27,1997,26,19,1609,17.9,3,1,4,3,0,0,2,0,0.17,0.06,0.22,0.17,0.22,ENG,FW,27,1997,17.9,3,50,20,40.0,2.8,1.12,0.06,0.15,0,0,ENG,FW,27,1997,17.9,2,0,0,27,23,27,6,7,7,,,0,0.1675977653631285,2.7932960893854752,0.0558659217877095,0.335195530726257,0.3910614525139665,0.3910614525139665,1.5083798882681565,1.2849162011173185
112,ENG-Premier League,2425,Everton,Dwight McNeil,ENG,MF,24,1999,21,15,1371,15.2,4,6,10,4,0,0,1,0,0.26,0.39,0.66,0.26,0.66,ENG,MF,24,1999,15.2,4,24,10,41.7,1.58,0.66,0.17,0.4,0,0,ENG,MF,24,1999,15.2,1,0,0,6,18,1,104,6,8,,,0,0.2631578947368421,1.5789473684210527,0.39473684210526316,6.842105263157895,0.5263157894736842,0.39473684210526316,0.39473684210526316,1.1842105263157896
113,ENG-Premier League,2425,Everton,Idrissa Gueye,SEN,MF,34,1989,37,35,3063,34.0,0,3,3,0,0,0,9,0,0.0,0.09,0.09,0.0,0.09,SEN,MF,34,1989,34.0,0,27,5,18.5,0.79,0.15,0.0,0.0,0,0,SEN,MF,34,1989,34.0,9,0,0,55,46,0,7,46,76,,,0,0.0,0.7941176470588235,0.08823529411764706,0.20588235294117646,2.235294117647059,1.3529411764705883,1.6176470588235294,1.3529411764705883
114,ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,"MF,FW",24,2000,33,29,2430,27.0,9,0,9,7,2,2,3,0,0.33,0.0,0.33,0.26,0.26,SEN,"MF,FW",24,2000,27.0,9,37,17,45.9,1.37,0.63,0.24,0.53,2,2,SEN,"MF,FW",24,2000,27.0,3,0,0,24,52,5,37,19,27,,,0,0.3333333333333333,1.3703703703703705,0.0,1.3703703703703705,1.0,0.7037037037037037,0.8888888888888888,1.9259259259259258
115,ENG-Premier League,2425,Everton,Jack Harrison,ENG,"MF,FW",27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,0.04,0.0,0.04,0.04,0.04,ENG,"MF,FW",27,1996,23.1,1,29,7,24.1,1.26,0.3,0.03,0.14,0,0,ENG,"MF,FW",27,1996,23.1,0,0,0,13,28,4,131,9,23,,,0,0.04329004329004329,1.2554112554112553,0.0,5.670995670995671,0.9956709956709956,0.3896103896103896,0.5627705627705627,1.2121212121212122
116,ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23,2001,20,17,1571,17.5,2,0,2,2,0,0,5,0,0.11,0.0,0.11,0.11,0.11,IRL,DF,23,2001,17.5,2,6,3,50.0,0.34,0.17,0.33,0.67,0,0,IRL,DF,23,2001,17.5,5,0,0,13,4,3,18,4,17,,,0,0.11428571428571428,0.34285714285714286,0.0,1.0285714285714285,0.9714285714285714,0.22857142857142856,0.7428571428571429,0.22857142857142856
117,ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23,2001,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,ENG,"MF,DF",23,2001,17.7,0,12,4,33.3,0.68,0.23,0.0,0.0,0,0,ENG,"MF,DF",23,2001,17.7,5,0,0,20,15,0,55,20,32,,,0,0.0,0.6779661016949153,0.05649717514124294,3.1073446327683616,1.807909604519774,1.1299435028248588,1.1299435028248588,0.8474576271186441
118,ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,ENG,DF,31,1992,32.5,1,15,4,26.7,0.46,0.12,0.07,0.25,0,0,ENG,DF,31,1992,32.5,6,0,0,35,29,1,1,37,40,,,0,0.03076923076923077,0.46153846153846156,0.03076923076923077,0.03076923076923077,1.2307692307692308,1.1384615384615384,1.0769230769230769,0.8923076923076924
119,ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002,30,28,2511,27.9,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,ENG,DF,22,2002,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,0,0,ENG,DF,22,2002,27.9,4,0,0,12,18,2,6,24,21,,,0,0.0,0.35842293906810035,0.03584229390681004,0.21505376344086022,0.7526881720430108,0.8602150537634409,0.43010752688172044,0.6451612903225806
120,ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,DEN,MF,24,2000,13.8,0,28,10,35.7,2.03,0.73,0.0,0.0,0,0,DEN,MF,24,2000,13.8,2,0,0,15,10,1,72,13,24,,,0,0.0,2.0289855072463765,0.07246376811594203,5.217391304347826,1.7391304347826086,0.9420289855072463,1.0869565217391304,0.7246376811594203
121,ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30,1994,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.03,0.03,0.0,0.03,ENG,GK,30,1994,38.0,0,0,0,,0.0,0.0,,,0,0,ENG,GK,30,1994,38.0,7,0,0,0,7,0,0,1,1,,,0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0.18421052631578946
122,ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.26,0.0,0.26,0.26,0.26,ENG,DF,31,1993,11.7,3,10,4,40.0,0.86,0.34,0.3,0.75,0,0,ENG,DF,31,1993,11.7,5,0,0,9,0,0,1,13,10,,,0,0.25641025641025644,0.8547008547008548,0.0,0.08547008547008547,0.8547008547008548,1.1111111111111112,0.7692307692307693,0.0
123,ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,BEL,MF,26,1998,14.0,1,16,6,37.5,1.14,0.43,0.06,0.17,0,0,BEL,MF,26,1998,14.0,2,0,0,24,17,2,6,21,8,,,0,0.07142857142857142,1.1428571428571428,0.0,0.42857142857142855,0.5714285714285714,1.5,1.7142857142857142,1.2142857142857142
124,ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,UKR,DF,25,1999,34.2,1,14,1,7.1,0.41,0.03,0.07,1.0,0,0,UKR,DF,25,1999,34.2,4,0,0,22,34,3,100,42,38,,,0,0.029239766081871343,0.4093567251461988,0.05847953216374269,2.923976608187134,1.111111111111111,1.2280701754385963,0.6432748538011696,0.9941520467836257
125,ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,0.1,0.36,0.46,0.1,0.46,ESP,MF,28,1996,19.7,2,39,12,30.8,1.98,0.61,0.05,0.17,0,0,ESP,MF,28,1996,19.7,3,0,0,24,32,1,100,1,13,,,0,0.10152284263959391,1.9796954314720814,0.3553299492385787,5.0761421319796955,0.6598984771573604,0.050761421319796954,1.218274111675127,1.6243654822335025
126,ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,MF,28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,0.27,0.18,0.45,0.27,0.45,NGA,MF,28,1996,33.1,9,68,29,42.6,2.05,0.88,0.13,0.31,0,0,NGA,MF,28,1996,33.1,1,0,0,19,18,5,127,13,26,,,0,0.2719033232628399,2.0543806646525677,0.18126888217522658,3.836858006042296,0.7854984894259819,0.39274924471299094,0.5740181268882175,0.5438066465256798
127,ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28,1996,33,25,2013,22.4,2,4,6,2,0,1,7,0,0.09,0.18,0.27,0.09,0.27,BRA,MF,28,1996,22.4,2,39,9,23.1,1.74,0.4,0.05,0.22,0,1,BRA,MF,28,1996,22.4,7,0,0,29,24,1,173,9,12,,,0,0.08928571428571429,1.7410714285714286,0.17857142857142858,7.7232142857142865,0.5357142857142857,0.4017857142857143,1.2946428571428572,1.0714285714285714
128,ENG-Premier League,2425,Fulham,Antonee Robinson,USA,"DF,MF",26,1997,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.0,0.28,0.28,0.0,0.28,USA,"DF,MF",26,1997,35.2,0,16,2,12.5,0.45,0.06,0.0,0.0,0,0,USA,"DF,MF",26,1997,35.2,8,0,0,31,20,7,172,57,57,,,0,0.0,0.45454545454545453,0.28409090909090906,4.886363636363636,1.6193181818181817,1.6193181818181817,0.8806818181818181,0.5681818181818181
129,ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,GER,GK,32,1992,38.0,0,0,0,,0.0,0.0,,,0,0,GER,GK,32,1992,38.0,5,0,0,0,4,0,0,0,2,,,0,0.0,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684
130,ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,NGA,DF,24,1999,34.2,1,14,4,28.6,0.41,0.12,0.07,0.25,0,0,NGA,DF,24,1999,34.2,7,0,0,26,31,2,9,19,33,,,0,0.029239766081871343,0.4093567251461988,0.0,0.2631578947368421,0.9649122807017543,0.5555555555555555,0.7602339181286549,0.9064327485380116
131,ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,0.26,0.13,0.4,0.26,0.4,ENG,MF,24,2000,22.7,6,37,11,29.7,1.63,0.48,0.16,0.55,0,0,ENG,MF,24,2000,22.7,3,0,0,19,15,4,16,11,18,,,0,0.2643171806167401,1.6299559471365639,0.13215859030837004,0.7048458149779736,0.7929515418502203,0.4845814977973568,0.8370044052863437,0.6607929515418502
132,ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,0.46,0.08,0.54,0.46,0.54,WAL,"MF,FW",27,1997,12.9,6,43,17,39.5,3.33,1.32,0.14,0.35,0,0,WAL,"MF,FW",27,1997,12.9,2,0,0,12,22,1,41,6,15,,,0,0.46511627906976744,3.333333333333333,0.07751937984496124,3.1782945736434107,1.1627906976744187,0.46511627906976744,0.9302325581395349,1.7054263565891472
133,ENG-Premier League,2425,Fulham,Issa Diop,MAR,DF,27,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,MAR,DF,27,1997,14.9,0,5,2,40.0,0.34,0.13,0.0,0.0,0,0,MAR,DF,27,1997,14.9,2,0,0,10,4,0,1,9,12,,,1,0.0,0.33557046979865773,0.0,0.06711409395973154,0.8053691275167785,0.6040268456375839,0.6711409395973155,0.2684563758389262
134,ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996,29,29,2583,28.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,DEN,DF,28,1996,28.7,0,19,5,26.3,0.66,0.17,0.0,0.0,0,0,DEN,DF,28,1996,28.7,6,1,0,18,19,0,12,33,16,,,1,0.0,0.662020905923345,0.0,0.4181184668989547,0.5574912891986062,1.1498257839721255,0.6271777003484321,0.662020905923345
135,ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,NED,DF,28,1995,19.7,0,24,2,8.3,1.22,0.1,0.0,0.0,0,0,NED,DF,28,1995,19.7,5,0,0,35,16,1,38,30,38,,,0,0.0,1.218274111675127,0.10152284263959391,1.9289340101522843,1.9289340101522843,1.5228426395939088,1.7766497461928934,0.8121827411167513
136,ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,0.43,0.11,0.54,0.32,0.43,MEX,FW,33,1991,27.7,12,96,33,34.4,3.46,1.19,0.13,0.36,3,3,MEX,FW,33,1991,27.7,4,0,0,39,41,15,22,11,24,,,0,0.4332129963898917,3.4657039711191335,0.10830324909747292,0.7942238267148015,0.8664259927797834,0.39711191335740076,1.407942238267148,1.48014440433213
137,ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,0.75,0.09,0.84,0.75,0.84,BRA,FW,23,2001,10.7,8,40,19,47.5,3.73,1.77,0.2,0.42,0,0,BRA,FW,23,2001,10.7,1,0,0,11,31,3,1,4,6,,,0,0.7476635514018692,3.738317757009346,0.09345794392523366,0.09345794392523366,0.5607476635514019,0.3738317757009346,1.0280373831775702,2.897196261682243
138,ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,NOR,MF,26,1998,24.7,0,3,1,33.3,0.12,0.04,0.0,0.0,0,0,NOR,MF,26,1998,24.7,6,0,0,30,10,0,3,21,32,,,0,0.0,0.12145748987854252,0.0,0.12145748987854252,1.2955465587044535,0.8502024291497976,1.2145748987854252,0.4048582995951417
139,ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,0.0,0.08,0.08,0.0,0.08,SRB,MF,27,1996,26.0,0,18,3,16.7,0.69,0.12,0.0,0.0,0,0,SRB,MF,27,1996,26.0,12,0,0,66,26,0,63,26,38,,,0,0.0,0.6923076923076923,0.07692307692307693,2.423076923076923,1.4615384615384615,1.0,2.5384615384615383,1.0
140,ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,BEL,"DF,MF",28,1995,18.3,0,8,3,37.5,0.44,0.16,0.0,0.0,0,0,BEL,"DF,MF",28,1995,18.3,1,0,0,15,6,1,38,23,31,,,0,0.0,0.4371584699453552,0.0546448087431694,2.0765027322404372,1.6939890710382512,1.256830601092896,0.819672131147541,0.32786885245901637
141,ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ENG,GK,27,1996,13.0,0,0,0,,0.0,0.0,,,0,0,ENG,GK,27,1996,13.0,2,0,0,1,4,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077
142,ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,KVX,GK,25,1998,18.0,0,0,0,,0.0,0.0,,,0,0,KVX,GK,25,1998,18.0,1,0,0,0,4,0,0,0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
143,ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.0,0.05,0.05,0.0,0.05,COD,DF,26,1997,19.0,0,4,0,0.0,0.21,0.0,0.0,,0,0,COD,DF,26,1997,19.0,5,1,1,17,12,0,10,22,19,,,1,0.0,0.21052631578947367,0.05263157894736842,0.5263157894736842,1.0,1.1578947368421053,0.8947368421052632,0.631578947368421
144,ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,0.07,0.13,0.2,0.07,0.2,ENG,"MF,DF",24,2000,15.0,1,7,3,42.9,0.47,0.2,0.14,0.33,0,0,ENG,"MF,DF",24,2000,15.0,5,1,1,27,6,1,37,13,20,,,0,0.06666666666666667,0.4666666666666667,0.13333333333333333,2.466666666666667,1.3333333333333333,0.8666666666666667,1.8,0.4
145,ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,AUS,DF,28,1995,17.1,0,10,3,30.0,0.58,0.18,0.0,0.0,0,0,AUS,DF,28,1995,17.1,0,0,0,6,4,1,0,10,13,,,0,0.0,0.5847953216374269,0.11695906432748537,0.0,0.7602339181286549,0.5847953216374269,0.3508771929824561,0.23391812865497075
146,ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,35,35,3122,34.7,0,2,2,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,IRL,DF,25,1999,34.7,0,22,2,9.1,0.63,0.06,0.0,0.0,0,0,IRL,DF,25,1999,34.7,6,0,0,21,25,3,8,33,30,,,0,0.0,0.6340057636887607,0.05763688760806916,0.23054755043227665,0.8645533141210374,0.9510086455331411,0.6051873198847262,0.7204610951008645
147,ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3,ENG,MF,23,2000,13.1,0,17,2,11.8,1.3,0.15,0.0,0.0,0,0,ENG,MF,23,2000,13.1,2,0,0,16,23,3,14,7,18,,,0,0.0,1.297709923664122,0.3053435114503817,1.0687022900763359,1.3740458015267176,0.5343511450381679,1.2213740458015268,1.7557251908396947
148,ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,25,25,2205,24.5,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,ENG,DF,23,2000,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,0,0,ENG,DF,23,2000,24.5,5,0,0,16,21,1,1,21,22,,,0,0.04081632653061224,0.40816326530612246,0.0,0.04081632653061224,0.8979591836734694,0.8571428571428571,0.6530612244897959,0.8571428571428571
149,ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,SWE,MF,24,1999,21.8,1,12,1,8.3,0.55,0.05,0.08,1.0,0,0,SWE,MF,24,1999,21.8,2,0,0,23,22,0,10,29,22,,,0,0.04587155963302752,0.5504587155963303,0.04587155963302752,0.4587155963302752,1.0091743119266054,1.3302752293577982,1.055045871559633,1.0091743119266054
150,ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,19,14,1237,13.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,ENG,MF,28,1995,13.7,0,11,2,18.2,0.8,0.15,0.0,0.0,0,0,ENG,MF,28,1995,13.7,6,1,1,28,21,0,20,18,20,,,0,0.0,0.8029197080291971,0.0,1.4598540145985401,1.4598540145985401,1.3138686131386863,2.0437956204379564,1.5328467153284673
151,ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,1999,33,32,2743,30.5,1,2,3,1,0,0,5,1,0.03,0.07,0.1,0.03,0.1,ENG,DF,24,1999,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,0,0,ENG,DF,24,1999,30.5,5,1,0,26,31,5,157,25,28,,,0,0.03278688524590164,0.5245901639344263,0.06557377049180328,5.147540983606557,0.9180327868852459,0.819672131147541,0.8524590163934426,1.0163934426229508
152,ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,0.42,0.07,0.49,0.35,0.42,ENG,FW,21,2003,28.8,12,68,32,47.1,2.36,1.11,0.18,0.38,2,2,ENG,FW,21,2003,28.8,12,0,0,72,51,14,5,2,8,,,0,0.41666666666666663,2.361111111111111,0.06944444444444445,0.1736111111111111,0.2777777777777778,0.06944444444444445,2.5,1.7708333333333333
153,ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,25,1998,13.2,0,1,0,0.0,0.08,0.0,0.0,,0,0,ENG,DF,25,1998,13.2,2,0,0,5,2,1,0,21,6,,,0,0.0,0.07575757575757576,0.0,0.0,0.4545454545454546,1.590909090909091,0.3787878787878788,0.15151515151515152
154,ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,MF,20,2003,31,30,2583,28.7,3,2,5,3,0,0,5,0,0.1,0.07,0.17,0.1,0.17,ENG,MF,20,2003,28.7,3,45,19,42.2,1.57,0.66,0.07,0.16,0,0,ENG,MF,20,2003,28.7,5,0,0,31,46,6,81,11,13,,,0,0.10452961672473868,1.5679442508710801,0.06968641114982578,2.822299651567944,0.4529616724738676,0.3832752613240418,1.0801393728222997,1.602787456445993
155,ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,33,31,2751,30.6,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,EGY,MF,32,1991,30.6,1,13,3,23.1,0.43,0.1,0.08,0.33,0,0,EGY,MF,32,1991,30.6,10,0,0,48,27,0,15,28,39,,,1,0.032679738562091505,0.42483660130718953,0.032679738562091505,0.49019607843137253,1.2745098039215685,0.9150326797385621,1.5686274509803921,0.8823529411764706
156,ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,0.36,0.0,0.36,0.36,0.36,IRL,MF,28,1995,11.0,4,21,12,57.1,1.91,1.09,0.19,0.33,0,0,IRL,MF,28,1995,11.0,2,0,0,9,8,8,14,5,12,,,0,0.36363636363636365,1.9090909090909092,0.0,1.2727272727272727,1.0909090909090908,0.45454545454545453,0.8181818181818182,0.7272727272727273
157,ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,WAL,MF,29,1994,10.3,0,7,1,14.3,0.68,0.1,0.0,0.0,0,0,WAL,MF,29,1994,10.3,1,0,0,4,11,0,45,10,11,,,0,0.0,0.6796116504854368,0.0970873786407767,4.368932038834951,1.0679611650485437,0.9708737864077669,0.3883495145631068,1.0679611650485437
158,ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,MF,20,2004,32,27,2182,24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,MAR,MF,20,2004,24.2,2,30,7,23.3,1.24,0.29,0.07,0.29,0,0,MAR,MF,20,2004,24.2,4,0,0,30,13,1,89,5,30,,,0,0.08264462809917356,1.2396694214876034,0.12396694214876033,3.677685950413223,1.2396694214876034,0.2066115702479339,1.2396694214876034,0.5371900826446281
159,ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25,1999,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,FRA,MF,25,1999,24.1,0,7,0,0.0,0.29,0.0,0.0,,0,0,FRA,MF,25,1999,24.1,8,0,0,24,23,0,10,27,19,,,0,0.0,0.2904564315352697,0.0,0.41493775933609955,0.7883817427385892,1.120331950207469,0.9958506224066389,0.954356846473029
160,ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001,19,12,1125,12.5,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,ITA,DF,23,2001,12.5,1,4,2,50.0,0.32,0.16,0.25,0.5,0,0,ITA,DF,23,2001,12.5,4,0,0,16,9,0,1,15,14,,,0,0.08,0.32,0.0,0.08,1.12,1.2,1.28,0.72
